Name,ICD-11,MeSH,KEGG,link,MyID,ICD-11_Category
Wilson disease;Hepatolenticular degeneration, 5C64.00, D006527,H00210,https://www.genome.jp/entry/ds_ja:H00210,989,5
Acrodermatitis enteropathica, 5C64.20, C538178,H00212,https://www.genome.jp/entry/ds_ja:H00212,990,5
Hemochromatosis, 5C64.1Y, D006432,H00211,https://www.genome.jp/entry/ds_ja:H00211,991,5
Pulmonary alveolar proteinosis, CB04.31, D011649,H00217,https://www.genome.jp/entry/ds_ja:H00217,481,C
Hypophosphatemic rickets, 5C63.22, D063730 D053098,H00214,https://www.genome.jp/entry/ds_ja:H00214,992,5
Hereditary hypophophatemic rickets with hypercalciuria, 5C64.3, C562793,H02138,https://www.genome.jp/entry/ds_ja:H02138,993,5
Autosomal recessive hypophosphatemic rickets, 5C63.22, C562792 C567647,H02139,https://www.genome.jp/entry/ds_ja:H02139,994,5
Autosomal dominant hypophosphatemic rickets, 5C63.22, C562791,H02141,https://www.genome.jp/entry/ds_ja:H02141,995,5
X-linked recessive hypophosphatemic rickets, 5C63.22, D053098,H02142,https://www.genome.jp/entry/ds_ja:H02142,623,5
X-linked dominant hypophosphatemic rickets, 5C63.22, D053098,H02143,https://www.genome.jp/entry/ds_ja:H02143,623,5
Periodic paralysis, 8C74.1, D020513 D020514 D050030,H00215,https://www.genome.jp/entry/ds_ja:H00215,703,8
Hyperkalemic periodic paralysis (HyperPP), 8C74.11, D020513,H00745,https://www.genome.jp/entry/ds_ja:H00745,704,8
Hypokalemic periodic paralysis (HypoPP), 8C74.10, D020514,H00746,https://www.genome.jp/entry/ds_ja:H00746,705,8
Occipital horn syndrome, LD28.2, C537860,H01859,https://www.genome.jp/entry/ds_ja:H01859,996,L
Familial hypercholanemia, DA96.02, C564336,H01935,https://www.genome.jp/entry/ds_ja:H01935,997,D
Familial hypocalciuric hypercalcemia, 5A51.2, D006934,H02026,https://www.genome.jp/entry/ds_ja:H02026,998,5
Absorptive hypercalciuria, MF98.0, C564600 C562790,H02340,https://www.genome.jp/entry/ds_ja:H02340,999,M
Lysosomal storage disease, 5C56, D016464,H01425,https://www.genome.jp/entry/ds_ja:H01425,1000,5
Neuronal ceroid lipofuscinosis, 5C56.1, D009472,H00149,https://www.genome.jp/entry/ds_ja:H00149,805,5
Fabry disease;Anderson-Fabry disease, 5C56.01, D000795,H00125,https://www.genome.jp/entry/ds_ja:H00125,826,5
Mucopolysaccharidosis type I;Hurler-Scheie syndrome;Hurler syndrome;Scheie syndrome, 5C56.30, D008059,H00128,https://www.genome.jp/entry/ds_ja:H00128,951,5
Mucopolysaccharidosis type II;Hunter syndrome, 5C56.31, D016532,H00129,https://www.genome.jp/entry/ds_ja:H00129,952,5
Mucopolysaccharidosis type III, 5C56.3Y, D009084,H00130,https://www.genome.jp/entry/ds_ja:H00130,953,5
Mucopolysaccharidosis type IV, 5C56.32, D009085,H00123,https://www.genome.jp/entry/ds_ja:H00123,954,5
Mucopolysaccharidosis type VI;Maroteaux-Lamy syndrome, 5C56.33, D009087,H00131,https://www.genome.jp/entry/ds_ja:H00131,955,5
Mucopolysaccharidosis type VII;Sly syndrome, 5C56.3Y, D016538,H00132,https://www.genome.jp/entry/ds_ja:H00132,956,5
Mucopolysaccharidosis type IX;Hyaluronidase deficiency, 5C56.3Y, C563209,H00133,https://www.genome.jp/entry/ds_ja:H00133,957,5
Sialidosis;Mucolipidosis I, 5C56.21, D009081,H00142,https://www.genome.jp/entry/ds_ja:H00142,837,5
Galactosialidosis;Neuraminidase deficiency with beta-galactosidase deficiency, 5C56.21, C536411,H00276,https://www.genome.jp/entry/ds_ja:H00276,961,5
alpha-Mannosidosis, 5C56.21, D008363,H00139,https://www.genome.jp/entry/ds_ja:H00139,958,5
beta-Mannosidosis, 5C56.21, D044905,H00140,https://www.genome.jp/entry/ds_ja:H00140,959,5
Aspartylglucosaminuria, 5C56.21, D054880,H00145,https://www.genome.jp/entry/ds_ja:H00145,962,5
Fucosidosis, 5C56.21, D005645,H00141,https://www.genome.jp/entry/ds_ja:H00141,960,5
Alpha-N-acetylgalactosaminidase deficiency, 5C56.21, C536631,H00146,https://www.genome.jp/entry/ds_ja:H00146,838,5
Metachromatic leukodystrophy, 5C56.02, D007966,H00127,https://www.genome.jp/entry/ds_ja:H00127,831,5
Krabbe disease;Globoid cell leukodystrophy, 8A44.4, D007965,H00135,https://www.genome.jp/entry/ds_ja:H00135,828,8
Niemann-Pick disease type A/B, 5C56.0Y, D052536 D052537,H00137,https://www.genome.jp/entry/ds_ja:H00137,829,5
Farber lipogranulomatosis;Farber disease, 5C56.0Y, D055577,H00138,https://www.genome.jp/entry/ds_ja:H00138,830,5
Papillon-Lefevre syndrome, 5C56.Y EC20.30, D010214,H00274,https://www.genome.jp/entry/ds_ja:H00274,1001,E 5
Pycnodysostosis, 5C56.Y, D058631,H00273,https://www.genome.jp/entry/ds_ja:H00273,1002,5
GM1 gangliosidosis, 5C56.00, D016537,H00281,https://www.genome.jp/entry/ds_ja:H00281,833,5
GM2 gangliosidoses, 5C56.00, D020143,H00124,https://www.genome.jp/entry/ds_ja:H00124,834,5
Tay-Sachs disease;GM2 gangliosidoses type I, 5C56.00, D013661,H02016,https://www.genome.jp/entry/ds_ja:H02016,835,5
Sandhoff disease;GM2 gangliosidoses type II, 5C56.00, D012497,H02017,https://www.genome.jp/entry/ds_ja:H02017,836,5
Gaucher disease, 5C56.0Y, D005776,H00126,https://www.genome.jp/entry/ds_ja:H00126,827,5
Niemann-Pick disease type C, 5C56.0Y, D052556,H00136,https://www.genome.jp/entry/ds_ja:H00136,1003,5
Mucolipidosis II;I-cell disease, 5C56.20, D009081,H00143,https://www.genome.jp/entry/ds_ja:H00143,837,5
Mucolipidosis III;Pseudo-Hurler polydystrophy, 5C56.20, D009081,H02130,https://www.genome.jp/entry/ds_ja:H02130,837,5
Mucolipidosis IV, 5C56.20, D009081,H00144,https://www.genome.jp/entry/ds_ja:H00144,837,5
Lysosomal acid lipase deficiency, 5C56.0Y, D015223,H00148,https://www.genome.jp/entry/ds_ja:H00148,824,5
Danon disease;X-linked vacuolar cardiomyopathy and myopathy, 5C51.3, D052120,H00150,https://www.genome.jp/entry/ds_ja:H00150,1004,5
Cystinosis, 5C60.1, D003554,H00275,https://www.genome.jp/entry/ds_ja:H00275,906,5
Sialuria, 5C56.4, D029461,H00147,https://www.genome.jp/entry/ds_ja:H00147,966,5
Acid phosphatase deficiency, 5C64.3, C562645,H01113,https://www.genome.jp/entry/ds_ja:H01113,1005,5
Combined SAP deficiency;Prosaposin deficiency, 5C56.0Y, C567125,H01239,https://www.genome.jp/entry/ds_ja:H01239,1006,5
Peroxisome biogenesis disorder, 5C57.0, D018901,H00205,https://www.genome.jp/entry/ds_ja:H00205,1007,5
Zellweger syndrome, 5C57.0, D015211,H01342,https://www.genome.jp/entry/ds_ja:H01342,1008,5
Neonatal adrenoleukodystrophy, 5A74.Y 5C57.0, D018901,H00177,https://www.genome.jp/entry/ds_ja:H00177,1007,5
Heimler syndrome, LD27.0Y, C535994,H00204,https://www.genome.jp/entry/ds_ja:H00204,1009,L
Refsum disease;Heredopathia atactica polyneuritiformis, 5C57.1, D012035,H00075,https://www.genome.jp/entry/ds_ja:H00075,206,5
Rhizomelic chondrodysplasia punctata, LD24.04 5C57.0, D018902,H00207,https://www.genome.jp/entry/ds_ja:H00207,1010,L 5
Peroxisomal beta-oxidation enzyme deficiency, 5C57.1, C536662 C536663 C565768 C566654,H00407,https://www.genome.jp/entry/ds_ja:H00407,807,5
Peroxisomal acyl-CoA oxidase deficiency, 5C57.1, C536662,H02096,https://www.genome.jp/entry/ds_ja:H02096,1011,5
D-bifunctional protein deficiency;DBP deficiency;Bifunctional enzyme deficiency, 5C57.1, C536663,H02098,https://www.genome.jp/entry/ds_ja:H02098,1012,5
Adrenoleukodystrophy, 8A44.1 5C57.1, D000326,H00176,https://www.genome.jp/entry/ds_ja:H00176,808,8 5
Acatalasemia;Takahara disease, 5C57.Y, D020642,H00203,https://www.genome.jp/entry/ds_ja:H00203,1013,5
Alpha-methylacyl-CoA racemase deficiency;AMACR deficiency, 5C52.11 5C57.1, C565768,H02099,https://www.genome.jp/entry/ds_ja:H02099,1014,5
Mitochondrial disease, 5C53, D028361,H01427,https://www.genome.jp/entry/ds_ja:H01427,1015,5
Mitochondrial complex I deficiency, 5C53.2Y, C537475,H00473,https://www.genome.jp/entry/ds_ja:H00473,1016,5
Mitochondrial complex II deficiency;Succinate dehydrogenase deficiency;Succinate CoQ reductase deficiency, 5C53.2Y, C565375,H02005,https://www.genome.jp/entry/ds_ja:H02005,1017,5
Mitochondrial complex III deficiency, 5C53.2Y, C565128,H02086,https://www.genome.jp/entry/ds_ja:H02086,1018,5
Cytochrome c oxidase (COX) deficiency;Mitochondrial complex IV deficiency (MT-C4D), 5C53.2Y, D030401,H01368,https://www.genome.jp/entry/ds_ja:H01368,1019,5
Combined oxidative phosphorylation deficiency, 5C53.2Y, C563797 C566468 C566467 C565690 C567126,H00891,https://www.genome.jp/entry/ds_ja:H00891,1020,5
ATP synthase deficiency, 5C53.25, C567528,H01369,https://www.genome.jp/entry/ds_ja:H01369,1021,5
Mitochondrial DNA depletion syndrome, 5C53.20, D017237,H00469,https://www.genome.jp/entry/ds_ja:H00469,1022,5
Global cerebral hypomyelination;Early infantile epileptic encephalopathy 39, 5C53.30, C567847,H01305,https://www.genome.jp/entry/ds_ja:H01305,1023,5
"MELAS syndrome;Mitochondrial myopathy, Encephalopathy, Lactic Acidosis, Stroke-like episodes", 8C73.Y, D017241,H01347,https://www.genome.jp/entry/ds_ja:H01347,1024,8
Leigh syndrome, 5C53.24, D007888,H01354,https://www.genome.jp/entry/ds_ja:H01354,1025,5
Kearns-Sayre syndrome, 9C82.0, D007625,H01355,https://www.genome.jp/entry/ds_ja:H01355,1026,9
Leber hereditary optic atrophy;Leber optic atrophy, 9C40.B 8C73.Y, D029242,H00068,https://www.genome.jp/entry/ds_ja:H00068,208,8 9
Leber hereditary optic neuropathy and dystonia, 8C73.Y 9C40.B0, D029242,H01365,https://www.genome.jp/entry/ds_ja:H01365,208,8 9
Progressive external ophthalmoplegia;Autosomal dominant progressive external ophthalmoplegia, 9C82.0, D017246,H01118,https://www.genome.jp/entry/ds_ja:H01118,327,9
Mitochondrial phosphate carrier deficiency, 5C53.30, C563665,H01348,https://www.genome.jp/entry/ds_ja:H01348,1027,5
Methacrylic aciduria;3-Hydroxy-isobutyryl-CoA hydrolase deficiency, 5C50.E, C562803,H01349,https://www.genome.jp/entry/ds_ja:H01349,1028,5
Spastic ataxia, 8B44.0, C564815,H01351,https://www.genome.jp/entry/ds_ja:H01351,1029,8
Mitochondrial trifunctional protein deficiency, 5C52.01, C566945,H01352,https://www.genome.jp/entry/ds_ja:H01352,842,5
Myoclonic Epilepsy and Ragged-Red Fiber Disease;MERRF syndrome;Fukuhara syndrome, 8C73.Y, D017243,H01356,https://www.genome.jp/entry/ds_ja:H01356,1030,8
NARP syndrome;Neuropathy ataxia and retinis pigmentosa, 8C73.1, C537396,H01363,https://www.genome.jp/entry/ds_ja:H01363,1031,8
3-Hydroxyacyl-CoA dehydrogenase deficiency;HADH deficiency;SCHAD deficiency, 5C52.01, C535310,H01364,https://www.genome.jp/entry/ds_ja:H01364,1032,5
HMG-CoA synthase deficiency, 5C52.02, C567784,H01123,https://www.genome.jp/entry/ds_ja:H01123,930,5
Infantile liver failure, 5C53.23 9A60.Y, D017093,H01367,https://www.genome.jp/entry/ds_ja:H01367,1033,5 9
Antithrombin III deficiency;Inherited Antithrombin deficiency, 3B61.0Y, D020152,H01381,https://www.genome.jp/entry/ds_ja:H01381,460,3
Hyperlipoproteinemia type IIa;LDL receptor disorder, 5C80.00, D006938,H01383,https://www.genome.jp/entry/ds_ja:H01383,814,5
Mitochondrial recessive ataxia syndrome, 5C53.21, C579922 C537583,H01384,https://www.genome.jp/entry/ds_ja:H01384,1034,5
Alpers syndrome;Alpers-Huttenlocher syndrome;Diffuse cerebral sclerosis of Schilder;Hepatocerebral degeneration of childhood;Mitochondrial DNA depletion syndrome 4A, 5C53.20, D002549,H01389,https://www.genome.jp/entry/ds_ja:H01389,1035,5
Mitochondrial neurogastrointestinal encephalomyopathy;MNGIE Syndrome, 5C53.20, C537477,H01390,https://www.genome.jp/entry/ds_ja:H01390,1036,5
Fatal infantile cardioencephalomyopathy, 8C73.Y, C565784,H01200,https://www.genome.jp/entry/ds_ja:H01200,1037,8
Autosomal recessive progressive external ophthalmoplegia, 9C82.0, C564926,H01395,https://www.genome.jp/entry/ds_ja:H01395,1038,9
Multiple mitochondrial dysfunctions syndrome, 5C53.2Y, C565304,H01894,https://www.genome.jp/entry/ds_ja:H01894,1039,5
Diseases of the tricarboxylic acid cycle, 5C53.1, C538191 C565375 C536582,H01022,https://www.genome.jp/entry/ds_ja:H01022,1040,5
Fumarase deficiency;Fumaric aciduria, 5C53.1, C538191,H02004,https://www.genome.jp/entry/ds_ja:H02004,1041,5
Alpha-ketoglutarate dehydrogenase complex deficiency, 5C53.1, C536582,H02006,https://www.genome.jp/entry/ds_ja:H02006,1042,5
GRACILE syndrome;Fellman syndrome;Finnish lethal neonatal metabolic syndrome, 5C53.2Y, C537934,H02007,https://www.genome.jp/entry/ds_ja:H02007,1043,5
"2,4-Dienoyl-CoA reductase deficiency", 5C52.01, C565624,H01929,https://www.genome.jp/entry/ds_ja:H01929,1044,5
Mohr-Tranebjaerg syndrome, 8A02.12, C535808,H00989,https://www.genome.jp/entry/ds_ja:H00989,373,8
Bjornstad syndrome, EC21.1, C537633,H00820,https://www.genome.jp/entry/ds_ja:H00820,1045,E
Mitochondrial myopathy with lactic acidosis, 8C73.Y, C537476,H02201,https://www.genome.jp/entry/ds_ja:H02201,1046,8
Bardet-Biedl syndrome, LD2Y, D020788,H00418,https://www.genome.jp/entry/ds_ja:H00418,1047,L
Congenital generalized lipodystrophy, 5A44, D052497,H00419,https://www.genome.jp/entry/ds_ja:H00419,1048,5
Familial partial lipodystrophy, 5A44, D052496,H00420,https://www.genome.jp/entry/ds_ja:H00420,1049,5
Waardenburg syndrome, EC23.2Y, D014849,H00759,https://www.genome.jp/entry/ds_ja:H00759,1050,E
Enterokinase deficiency;Enteropeptidase deficiency, DA96.0.Y, C562649,H00988,https://www.genome.jp/entry/ds_ja:H00988,1051,D
Familial tumoral calcinosis, 5C54.1, C566870 C566473,H01193,https://www.genome.jp/entry/ds_ja:H01193,1052,5
Hypomagnesemia, 5C64.41, C566593 C537152 C537153 C564024 C567127,H01210,https://www.genome.jp/entry/ds_ja:H01210,1053,5
Calcium sensing receptor (CASR) related disease, 5C64.5, C537145 C563375 C562783,H00245,https://www.genome.jp/entry/ds_ja:H00245,1054,5
Hypercalcemia infantile;Idiopathic infantile hypercalcemia, 5C64.5, C562581,H01371,https://www.genome.jp/entry/ds_ja:H01371,1055,5
Adult-onset autosomal dominant leukodystrophy, 8A44.3, C566813,H01230,https://www.genome.jp/entry/ds_ja:H01230,1056,8
Biotin-responsive basal ganglia disease, 5C63.Y, C537658,H01231,https://www.genome.jp/entry/ds_ja:H01231,1057,5
Trimethylaminuria;Fish-odor syndrome, 5C50.G, C536561,H01234,https://www.genome.jp/entry/ds_ja:H01234,1058,5
Erythrocyte lactate transporter defect, 5C53.Y, C565449,H01248,https://www.genome.jp/entry/ds_ja:H01248,1059,5
Hypercarotenemia and vitamin A deficiency, 5B55 5B90.1, C567296,H01266,https://www.genome.jp/entry/ds_ja:H01266,1060,5
Familial hyperinsulinemic hypoglycemia, 5A45, D006946,H01267,https://www.genome.jp/entry/ds_ja:H01267,1061,5
Hyperornithinemia-hyperammonemia-homocitrullinuria syndrome;HHH syndrome, 5C50.AY, C538380,H01268,https://www.genome.jp/entry/ds_ja:H01268,1062,5
Familial hypobetalipoproteinemia, 5C81.1, D006995,H01270,https://www.genome.jp/entry/ds_ja:H01270,1063,5
Acquired generalized lipodystrophy;Lawrence syndrome, 5A44, D008060,H01474,https://www.genome.jp/entry/ds_ja:H01474,1064,5
Lipodystrophy;Lipoatrophy, EF01, D008060,H01475,https://www.genome.jp/entry/ds_ja:H01475,1064,E
Nestor-Guillermo progeria syndrome, LD2B, D011371,H01883,https://www.genome.jp/entry/ds_ja:H01883,850,L
Transient familial neonatal hyperbilirubinemia;Lucey-Driscoll syndrome, KA87.Y, C562692,H02152,https://www.genome.jp/entry/ds_ja:H02152,1065,K
Primary microcephaly, LA05.0, D008831,H00269,https://www.genome.jp/entry/ds_ja:H00269,1066,L
"Microcephaly, Amish type", LD20.2, C538247,H00990,https://www.genome.jp/entry/ds_ja:H00990,1067,L
Neuronal migration disorder, LA05.5, D054081,H01835,https://www.genome.jp/entry/ds_ja:H01835,1068,L
Lissencephaly, LD20.1, D054082,H00268,https://www.genome.jp/entry/ds_ja:H00268,1069,L
Periventricular nodular heterotopia, LA05.5Y, D054091,H00270,https://www.genome.jp/entry/ds_ja:H00270,1070,L
Polymicrogyria, LA05.50, D054220,H00271,https://www.genome.jp/entry/ds_ja:H00271,1071,L
Acrocallosal syndrome, LA05.3, D055673,H00263,https://www.genome.jp/entry/ds_ja:H00263,1072,L
Porencephaly, LA05.60, C536850,H00839,https://www.genome.jp/entry/ds_ja:H00839,1073,L
Pontocerebellar hypoplasia, LD20.01, C580383,H00897,https://www.genome.jp/entry/ds_ja:H00897,1074,L
Schizencephaly, LA05.61, D054220,H01160,https://www.genome.jp/entry/ds_ja:H01160,1071,L
Septo-optic dysplasia, LD20.Y, D025962,H00544,https://www.genome.jp/entry/ds_ja:H00544,1075,L
Holoprosencephaly, LA05.2, D016142,H00267,https://www.genome.jp/entry/ds_ja:H00267,1076,L
Joubert syndrome, LD20.00, C536293 C536294 C536295 C536296 C537688 C537689 C566916 C567358 C567364 C567582,H00530,https://www.genome.jp/entry/ds_ja:H00530,1077,L
Cerebral cavernous malformation, 8B22.41, D020786,H00534,https://www.genome.jp/entry/ds_ja:H00534,1078,8
Neural tube defects, LA02, D016135 D008591,H02563,https://www.genome.jp/entry/ds_ja:H02563,1079,L
"Neural tube defects, folate-sensitive", LA02, D016135,H00262,https://www.genome.jp/entry/ds_ja:H00262,1080,L
Warburg micro syndrome, LD20.1, C536681,H00792,https://www.genome.jp/entry/ds_ja:H00792,1081,L
COACH syndrome, LD20.0Y, C536430,H01001,https://www.genome.jp/entry/ds_ja:H01001,1082,L
L1 syndrome, LD20.Y, C536029,H01034,https://www.genome.jp/entry/ds_ja:H01034,1083,L
MECP2-related severe neonatal encephalopathy, KB03, C580273,H01211,https://www.genome.jp/entry/ds_ja:H01211,1084,K
Focal cortical dysplasia of Taylor;Focal cortical dysplasia type II, LA05.51, C537067,H01251,https://www.genome.jp/entry/ds_ja:H01251,1085,L
Chiari malformation;Arnold-Chiari syndrome, LA03 LA07.4, D001139,H01561,https://www.genome.jp/entry/ds_ja:H01561,1086,L
Syringomyelia, 8D66 LA07.3, D013595,H01675,https://www.genome.jp/entry/ds_ja:H01675,1087,8 L
Congenital hydrocephalus, LA04, D006849,H01677,https://www.genome.jp/entry/ds_ja:H01677,1088,L
Hydrocephalus due to congenital stenosis of aqueduct of Sylvius;X-linked hydrocephalus, LA04, D006849,H02458,https://www.genome.jp/entry/ds_ja:H02458,1088,L
Dandy-Walker syndrome, LA06.0, D003616,H01678,https://www.genome.jp/entry/ds_ja:H01678,1089,L
Galloway-Mowat syndrome, GB41, C537548,H01722,https://www.genome.jp/entry/ds_ja:H01722,1090,G
Cerebral autosomal recessive arteriopathy with subcortical infarcts and leukoencephalopathy;CARASIL, 8B22.C1, C563990,H01757,https://www.genome.jp/entry/ds_ja:H01757,1091,8
Arima syndrome, LD20.0Y, C537430,H01811,https://www.genome.jp/entry/ds_ja:H01811,1092,L
Hemimegalencephaly, LA05.1, D065705,H01833,https://www.genome.jp/entry/ds_ja:H01833,1093,L
Microhydranencephaly, LA05.62, C537555,H01870,https://www.genome.jp/entry/ds_ja:H01870,1094,L
Complex cortical dysplasia with other brain malformations, LA05.51, D054220,H01881,https://www.genome.jp/entry/ds_ja:H01881,1071,L
"MICPCH syndrome;Syndromic X-linked mental retardation, Najm type", LD20.2, C567466,H01921,https://www.genome.jp/entry/ds_ja:H01921,1095,L
"Multinucleated neurons, anhydramnios, renal dysplasia, cerebellar hypoplasia, and hydranencephaly;Hydranencephaly with renal aplasia-dysplasia", LD20.Y, C565507,H01937,https://www.genome.jp/entry/ds_ja:H01937,1096,L
Agnathia-otocephaly complex;Otocephaly, LA23, C537996,H02118,https://www.genome.jp/entry/ds_ja:H02118,1097,L
Anencephaly, LA00.0, D000757,H02120,https://www.genome.jp/entry/ds_ja:H02120,1098,L
Hereditary congenital facial paresis, 9C82.2, D005158,H02151,https://www.genome.jp/entry/ds_ja:H02151,1099,9
MASA syndrome;X-linked hereditary spastic paraplegia, 8B44.02, C536029,H02178,https://www.genome.jp/entry/ds_ja:H02178,1083,8
CAPOS syndrome, LD20.0Y, C535351,H02272,https://www.genome.jp/entry/ds_ja:H02272,1100,L
"Spastic tetraplegia, thin corpus callosum, and progressive microcephaly", LD20.2, D011782,H02282,https://www.genome.jp/entry/ds_ja:H02282,1101,L
Keipert syndrome;Nasodigitoacoustic syndrome, LD2H.Y, C538337,H02326,https://www.genome.jp/entry/ds_ja:H02326,1102,L
Deafness and myopia, LD2H.Y, D054062,H02355,https://www.genome.jp/entry/ds_ja:H02355,1103,L
"PCWH syndrome;Waardenburg-Shah syndrome, neurologic variant", LD2H.3, C563789,H02356,https://www.genome.jp/entry/ds_ja:H02356,1104,L
"Arthrogryposis multiplex congenita, neurogenic, with myelin defect", LD26.41, C536614,H02358,https://www.genome.jp/entry/ds_ja:H02358,1105,L
Autosomal recessive macrocephaly/megalencephaly syndrome, LA05.1, D058627,H02446,https://www.genome.jp/entry/ds_ja:H02446,1106,L
Occipital cortical malformation, LA05.Y, D054220,H02501,https://www.genome.jp/entry/ds_ja:H02501,1071,L
Axenfeld-Rieger syndrome, LA11.2, C535679,H00620,https://www.genome.jp/entry/ds_ja:H00620,1107,L
Aniridia, LA11.3, D015783,H00635,https://www.genome.jp/entry/ds_ja:H00635,1108,L
Ectopia lentis, LA12.Y, D004479,H00662,https://www.genome.jp/entry/ds_ja:H00662,1109,L
Congenital primary aphakia, LA12.2, C537786,H00676,https://www.genome.jp/entry/ds_ja:H00676,1110,L
Aplasia of lacrimal and salivary glands, LA14.10, C562407,H00677,https://www.genome.jp/entry/ds_ja:H00677,1111,L
Blepharophimosis-ptosis-epicanthus inversus syndrome, LD21.Y, C562419,H00826,https://www.genome.jp/entry/ds_ja:H00826,1112,L
Microphthalmia, LA10.0, D008850,H01027,https://www.genome.jp/entry/ds_ja:H01027,1113,L
"Microphthalmia, syndromic", LD21.0, C537464 C537465 C565948 C566441 C566440 C537768,H02170,https://www.genome.jp/entry/ds_ja:H02170,1114,L
Nanophthalmos, LA10.0, C563983 C563700 C567498,H02172,https://www.genome.jp/entry/ds_ja:H02172,1115,L
Peters anomaly, LA11.Y, C537884,H01075,https://www.genome.jp/entry/ds_ja:H01075,1116,L
Ocular coloboma, LA11, D003103,H01114,https://www.genome.jp/entry/ds_ja:H01114,1117,L
Anterior segment dysgenesis, LA11.2, C537775,H01159,https://www.genome.jp/entry/ds_ja:H01159,1118,L
Primary congenital glaucoma;Glaucoma 3, 9C61.40, C565547 C536824 C567765,H01203,https://www.genome.jp/entry/ds_ja:H01203,1119,9
Juvenile retinoschisis, 9B73.11, D041441,H01766,https://www.genome.jp/entry/ds_ja:H01766,1120,9
Norrie disease, LD21.Y, C537849,H02045,https://www.genome.jp/entry/ds_ja:H02045,1121,L
Knobloch syndrome, LD2F.1Y, C537209,H02074,https://www.genome.jp/entry/ds_ja:H02074,1122,L
Optic nerve hypoplasia, LA13.70, C537130,H02203,https://www.genome.jp/entry/ds_ja:H02203,1123,L
Optic disc anomalies with retinal and/or macular dystrophy, LA13.8, C567024,H02231,https://www.genome.jp/entry/ds_ja:H02231,1124,L
Cavitary optic disc anomalies, LA13.7Y, C566924,H02270,https://www.genome.jp/entry/ds_ja:H02270,1125,L
"Microcornea, myopic chorioretinal atrophy, and telecanthus", LD21.Y, C537551,H02445,https://www.genome.jp/entry/ds_ja:H02445,1126,L
Retinoschisis, LA13.3, D041441,H02475,https://www.genome.jp/entry/ds_ja:H02475,1120,L
Lacrimal duct defect, LA14.14, D007767,H02514,https://www.genome.jp/entry/ds_ja:H02514,1127,L
Microtia hearing impairment and cleft palate, LD2H.Y, C567359,H01286,https://www.genome.jp/entry/ds_ja:H01286,1128,L
Congenital aural atresia, LA22.2, C564321,H02115,https://www.genome.jp/entry/ds_ja:H02115,1129,L
"Congenital deafness with inner ear agenesis, microtia, and microdontia;Deafness with labyrinthine aplasia, microtia, and microdontia (LAMM)", LD2H.Y, C565195,H02286,https://www.genome.jp/entry/ds_ja:H02286,1130,L
Cleft lip and/or cleft palate, LA40 LA41 LA42, D002972,H00516,https://www.genome.jp/entry/ds_ja:H00516,1131,L
Cleft palate with ankyloglossia, LA42.Y, C564442,H00909,https://www.genome.jp/entry/ds_ja:H00909,1132,L
Branchiooculofacial syndrome, LD2F.1Y, D019280,H00817,https://www.genome.jp/entry/ds_ja:H00817,1133,L
Van der Woude syndrome, LD2F.1Y, C536528,H01927,https://www.genome.jp/entry/ds_ja:H01927,1134,L
Oblique facial cleft, LA51, C537736,H02202,https://www.genome.jp/entry/ds_ja:H02202,1135,L
Venous malformations, LA90.2, C563977 C536827,H00531,https://www.genome.jp/entry/ds_ja:H00531,1136,L
Parkes Weber syndrome, LD26.60, D013341,H00532,https://www.genome.jp/entry/ds_ja:H00532,448,L
Hereditary hemorrhagic telangiectasia;Osler disease, LA90.00, D013683,H00533,https://www.genome.jp/entry/ds_ja:H00533,1137,L
Atrial septal defect, LA8E, D006344,H00546,https://www.genome.jp/entry/ds_ja:H00546,1138,L
Tetralogy of Fallot, LA88.2, D013771,H00549,https://www.genome.jp/entry/ds_ja:H00549,1139,L
Complete transposition of the great arteries, LA85.1, D014188,H00550,https://www.genome.jp/entry/ds_ja:H00550,1140,L
Aortic valve disease;Bicuspid aortic valve, LA8A.22, D006349,H00554,https://www.genome.jp/entry/ds_ja:H00554,1141,L
"Hereditary angiopathy with nephropathy, aneurysms, and muscle cramps (HANAC)", LD23, C567088,H00579,https://www.genome.jp/entry/ds_ja:H00579,1142,L
Naxos disease, BC43.6, C538346,H00669,https://www.genome.jp/entry/ds_ja:H00669,1143,B
Loeys-Dietz syndrome, LD28.01, D055947,H00800,https://www.genome.jp/entry/ds_ja:H00800,1144,L
Hypoplastic left heart syndrome, LA89.3, D018636,H01272,https://www.genome.jp/entry/ds_ja:H01272,1145,L
Patent ductus arteriosus, LA8B.4, D004374,H01630,https://www.genome.jp/entry/ds_ja:H01630,1146,L
Ebstein anomaly, LA87.03, D004437,H01783,https://www.genome.jp/entry/ds_ja:H01783,1147,L
Tricuspid atresia, LA89.1, D018785,H01785,https://www.genome.jp/entry/ds_ja:H01785,1148,L
Congenitally corrected transposition of the great arteries, LA85.0, C535426,H01786,https://www.genome.jp/entry/ds_ja:H01786,1149,L
Pulmonary atresia with intact ventricular septum, LA8A.10, C562832,H01802,https://www.genome.jp/entry/ds_ja:H01802,1150,L
Pulmonary atresia with ventricular septal defect, LA88.2, D018633,H01803,https://www.genome.jp/entry/ds_ja:H01803,1151,L
Carvajal syndrome;Dilated cardiomyopathy with woolly hair and keratoderma, BC43.6, C535581,H02094,https://www.genome.jp/entry/ds_ja:H02094,1152,B
Capillary malformation-arteriovenous malformation, LA90.3Y, C564254,H02043,https://www.genome.jp/entry/ds_ja:H02043,1153,L
