"sampleid","link","CCLE.name","Cell.line.primary.name","Cell.line.aliases","Gender","Site.Primary","Histology","Hist.Subtype1","Notes","Source","Expression.arrays","SNP.arrays","Oncomap","Hybrid.Capture.Sequencing","CCLE_rnaseq.sampleid","tissueid","Cellosaurus.Disease.Type","Cellosaurus.Accession.id","PharmacoDB.id","unique.tissueid.fromstudies","CellLine.Type","Metastatic"
"KLM-1","http://www.broadinstitute.org/ccle/cell%20lines/KLM1_PANCREAS","KLM1_PANCREAS","KLM-1",NA,NA,"pancreas","carcinoma","ductal_carcinoma","PK-1 is derived from the same patient as KLM-1 cells","RIKEN","GAZER_p_NCLE_Expr_P13_HG-U133_Plus_2_B12_779742","QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_F02_592702","yes",NA,NA,"Pancreas","Pancreatic ductal adenocarcinoma","CVCL_5146","KLM1_751_2019","pancreas","Cancer cell line",TRUE
"KM-H2","http://www.broadinstitute.org/ccle/cell%20lines/KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KM-H2",NA,"M","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","Hodgkin_lymphoma",NA,"DSMZ","WATCH_p_NCLE_RNA8_HG-U133_Plus_2_F04_474748","MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_D01_578372","yes","yes","KM-H2","Lymphoid","Hodgkin lymphoma","CVCL_1330","KMH2_752_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"KM12","http://www.broadinstitute.org/ccle/cell%20lines/KM12_LARGE_INTESTINE","KM12_LARGE_INTESTINE","KM12",NA,NA,"large_intestine","carcinoma","adenocarcinoma",NA,"Academic Lab","PARES_p_NCLE_RNA_Redo_HG-U133_Plus_2_D03_257674","ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D03_256078","yes","yes","KM12","Bowel","Colon carcinoma","CVCL_1331","KM12_753_2019","large_intestine","Cancer cell line",NA
"KMBC-2","http://www.broadinstitute.org/ccle/cell%20lines/KMBC2_URINARY_TRACT","KMBC2_URINARY_TRACT","KMBC-2",NA,NA,"urinary_tract","carcinoma","NS",NA,"HSRRB","BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_C12_419720","PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_E05_437406","yes","yes","KMBC-2","Bladder/Urinary Tract","Bladder carcinoma","CVCL_2977","KMBC2_754_2019","urinary_tract","Cancer cell line",NA
"KMM-1","http://www.broadinstitute.org/ccle/cell%20lines/KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KMM-1",NA,"M","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","plasma_cell_myeloma",NA,"HSRRB","BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_H11_419842","PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_G07_437486","yes","yes","KMM-1","Lymphoid","Plasma cell myeloma","CVCL_2981","KMM1_756_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"KMRC-1","http://www.broadinstitute.org/ccle/cell%20lines/KMRC1_KIDNEY","KMRC1_KIDNEY","KMRC-1",NA,"M","kidney","carcinoma","clear_cell_renal_cell_carcinoma",NA,"HSRRB","PARES_p_NCLE_RNA_Redo_HG-U133_Plus_2_D02_257672","ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C11_256070","yes","yes","KMRC-1","Kidney","Clear cell renal cell carcinoma","CVCL_2983","KMRC1_758_2019","kidney","Cancer cell line",NA
"KMRC-2","http://www.broadinstitute.org/ccle/cell%20lines/KMRC2_KIDNEY","KMRC2_KIDNEY","KMRC-2",NA,"M","kidney","carcinoma","clear_cell_renal_cell_carcinoma",NA,"HSRRB","PARES_p_NCLE_RNA_Redo_HG-U133_Plus_2_C07_257658","ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_E08_256112","yes","yes","KMRC-2","Kidney","Clear cell renal cell carcinoma","CVCL_2984","KMRC2_759_2019","kidney","Cancer cell line",NA
"KMRC-20","http://www.broadinstitute.org/ccle/cell%20lines/KMRC20_KIDNEY","KMRC20_KIDNEY","KMRC-20",NA,NA,"kidney","carcinoma","renal_cell_carcinoma",NA,"HSRRB","BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_D01_419718","PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_E01_437414","yes","yes","KMRC-20","Kidney","Clear cell renal cell carcinoma","CVCL_2986","KMRC20_760_2019","kidney","Cancer cell line",NA
"KMRC-3","http://www.broadinstitute.org/ccle/cell%20lines/KMRC3_KIDNEY","KMRC3_KIDNEY","KMRC-3",NA,NA,"kidney","carcinoma","clear_cell_renal_cell_carcinoma",NA,"HSRRB","MAKER_p_NCLE_RNA7_HG-U133_Plus_2_A08_454772","BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_E04_464730","yes","yes","KMRC-3","Kidney","Clear cell renal cell carcinoma","CVCL_2985","KMRC3_761_2019","kidney","Cancer cell line",NA
"KMS-11","http://www.broadinstitute.org/ccle/cell%20lines/KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KMS-11",NA,"F","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","plasma_cell_myeloma",NA,"HSRRB","BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_G05_419804","PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_D07_437514","yes","yes","KMS-11","Lymphoid","Plasma cell myeloma","CVCL_2989","KMS11_762_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"KMS-12-BM","http://www.broadinstitute.org/ccle/cell%20lines/KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KMS-12-BM",NA,"F","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","plasma_cell_myeloma",NA,"DSMZ","METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_F04_240976","LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_C06_246668","yes","yes","KMS-12-BM","Lymphoid","Plasma cell myeloma","CVCL_1334","KMS12BM_763_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"KMS-18","http://www.broadinstitute.org/ccle/cell%20lines/KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KMS-18",NA,"M","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","plasma_cell_myeloma","Identical lines: KMS-18 and KE-97 share high SNP identity",NA,"BITTS_p_NCLE_RNA12_HG-U133_Plus_2_G12_698744","VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_E05_698630","yes",NA,NA,"Lymphoid","Plasma cell myeloma","CVCL_A637","KMS18_765_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"KMS-20","http://www.broadinstitute.org/ccle/cell%20lines/KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KMS-20",NA,"F","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","plasma_cell_myeloma",NA,"HSRRB","GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_A07_587612","PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_G03_437424","yes","yes","KMS-20","Lymphoid","Plasma cell myeloma","CVCL_2990","KMS20_766_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"KMS-21-BM","http://www.broadinstitute.org/ccle/cell%20lines/KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KMS-21BM",NA,"M","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","plasma_cell_myeloma",NA,"HSRRB","BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_B04_419850","FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_F05_410976","yes","yes","KMS-21BM","Other",NA,"CVCL_2991","KMS21BM_767_2019","haematopoietic_and_lymphoid_tissue","Undefined cell line type",NA
"KMS-26","http://www.broadinstitute.org/ccle/cell%20lines/KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KMS-26",NA,"M","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","plasma_cell_myeloma",NA,"HSRRB","BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_B05_419848","FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_D07_411022","yes","yes","KMS-26","Lymphoid","Plasma cell myeloma","CVCL_2992","KMS26_768_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"KMS-27","http://www.broadinstitute.org/ccle/cell%20lines/KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KMS-27",NA,"M","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","plasma_cell_myeloma",NA,"HSRRB","BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_B06_419854","FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_H08_410930","yes","yes","KMS-27","Lymphoid","Plasma cell myeloma","CVCL_2993","KMS27_769_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"KMS-28BM","http://www.broadinstitute.org/ccle/cell%20lines/KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KMS-28BM",NA,"F","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","plasma_cell_myeloma",NA,"HSRRB","BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_B08_419858","FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_G02_410964","yes","yes","KMS-28BM","Lymphoid","Plasma cell myeloma","CVCL_2994","KMS28BM_770_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"KMS-34","http://www.broadinstitute.org/ccle/cell%20lines/KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KMS-34",NA,"F","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","plasma_cell_myeloma",NA,"HSRRB","BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_C01_419710","FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_H02_410940","yes","yes","KMS-34","Lymphoid","Plasma cell myeloma","CVCL_2996","KMS34_772_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"KNS-42","http://www.broadinstitute.org/ccle/cell%20lines/KNS42_CENTRAL_NERVOUS_SYSTEM","KNS42_CENTRAL_NERVOUS_SYSTEM","KNS-42",NA,"M","central_nervous_system","glioma","NS",NA,"HSRRB","CASED_p_NCLE_RNA4_HG-U133_Plus_2_F05_383662","FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E05_411002","yes","yes","KNS-42","CNS/Brain","Glioblastoma","CVCL_0378","KNS42_773_2019","central_nervous_system","Cancer cell line",NA
"KNS-60","http://www.broadinstitute.org/ccle/cell%20lines/KNS60_CENTRAL_NERVOUS_SYSTEM","KNS60_CENTRAL_NERVOUS_SYSTEM","KNS-60",NA,"M","central_nervous_system","glioma","astrocytoma_Grade_IV",NA,"HSRRB","BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_B09_419856","FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_H11_410928","yes","yes","KNS-60","CNS/Brain","Glioblastoma","CVCL_2798","KNS60_774_2019","central_nervous_system","Cancer cell line",NA
"KNS-62","http://www.broadinstitute.org/ccle/cell%20lines/KNS62_LUNG","KNS62_LUNG","KNS-62",NA,"M","lung","carcinoma","squamous_cell_carcinoma",NA,"HSRRB","CASED_p_NCLE_RNA4_HG-U133_Plus_2_B12_383632","FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_A10_335206","yes","yes","KNS-62","Lung","Squamous cell lung carcinoma","CVCL_1335","KNS62_775_2019","lung","Cancer cell line",TRUE
"KNS-81-FD","http://www.broadinstitute.org/ccle/cell%20lines/KNS81_CENTRAL_NERVOUS_SYSTEM","KNS81_CENTRAL_NERVOUS_SYSTEM","KNS-81",NA,"M","central_nervous_system","glioma","astrocytoma_Grade_IV",NA,"HSRRB","BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_B10_419862","PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_C07_437506","yes",NA,"KNS-81","CNS/Brain","Glioblastoma","CVCL_1336","KNS81FD_776_2019","central_nervous_system","Cancer cell line",NA
"KO52","http://www.broadinstitute.org/ccle/cell%20lines/KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KO52","K052","M","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","acute_myeloid_leukaemia",NA,"HSRRB","BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_B07_419852","FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_H07_410920","yes","yes",NA,"Myeloid","Adult acute myeloid leukemia","CVCL_1321","K052_719_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"KOPN-8","http://www.broadinstitute.org/ccle/cell%20lines/KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KOPN-8",NA,"F","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","acute_lymphoblastic_B_cell_leukaemia",NA,"DSMZ","SILOS_p_NCLE_RNA9_HG-U133_Plus_2_H12_523484","CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_C05_490340","yes","yes","KOPN-8","Lymphoid","Childhood B acute lymphoblastic leukemia","CVCL_1866","KOPN8_779_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"KP-1N","http://www.broadinstitute.org/ccle/cell%20lines/KP1N_PANCREAS","KP1N_PANCREAS","KP-1N",NA,NA,"pancreas","carcinoma","ductal_carcinoma","Identical lines: PANC-1, KP-1N and KP-1NL share high SNP identity","HSRRB",NA,NA,NA,"yes",NA,"Pancreas","Pancreatic ductal adenocarcinoma","CVCL_3002","KP1N_781_2019","pancreas","Cancer cell line",NA
"KP-1NL","http://www.broadinstitute.org/ccle/cell%20lines/KP1NL_PANCREAS","KP1NL_PANCREAS","KP-1NL",NA,NA,"pancreas","carcinoma","ductal_carcinoma","Identical lines: PANC-1, KP-1N and KP-1NL share high SNP identity","HSRRB",NA,NA,NA,"yes",NA,"Pancreas","Pancreatic ductal adenocarcinoma","CVCL_3003","KP1NL_782_2019","pancreas","Cancer cell line",NA
"KP-2","http://www.broadinstitute.org/ccle/cell%20lines/KP2_PANCREAS","KP2_PANCREAS","KP-2",NA,"F","pancreas","carcinoma","NS",NA,"HSRRB","METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_H07_241030","ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_F04_256128","yes","yes","KP-2","Pancreas","Pancreatic carcinoma","CVCL_3004","KP2_783_2019","pancreas","Cancer cell line",NA
"KP-3","http://www.broadinstitute.org/ccle/cell%20lines/KP3_PANCREAS","KP3_PANCREAS","KP-3",NA,NA,"pancreas","carcinoma","ductal_carcinoma",NA,"HSRRB","BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_C04_419704","FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_F12_410960","yes","yes","KP-3","Pancreas","Pancreatic adenosquamous carcinoma","CVCL_3005","KP3_784_2019","pancreas","Cancer cell line",TRUE
"KP-4","http://www.broadinstitute.org/ccle/cell%20lines/KP4_PANCREAS","KP4_PANCREAS","KP4",NA,"M","pancreas","carcinoma","ductal_carcinoma",NA,"RIKEN","BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_G06_419798","FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_C10_411038","yes","yes","KP4","Pancreas","Pancreatic carcinoma","CVCL_1338","KP4_785_2019","pancreas","Cancer cell line",TRUE
"KP-MRT-RY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP-MRT-RY","Kidney",NA,"CVCL_7051",NA,"soft_tissue","Cancer cell line",NA
"KP-N-RT-BM-1","http://www.broadinstitute.org/ccle/cell%20lines/KPNRTBM1_AUTONOMIC_GANGLIA","KPNRTBM1_AUTONOMIC_GANGLIA","KP-N-RT-BM-1",NA,NA,"autonomic_ganglia","neuroblastoma","NS",NA,"HSRRB","BITTS_p_NCLE_RNA12_HG-U133_Plus_2_D04_698920","PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_C05_437510","yes","yes","KP-N-RT-BM-1","Peripheral Nervous System","Neuroblastoma","CVCL_1339","KPNRTBM1_786_2019","autonomic_ganglia","Cancer cell line",TRUE
"KP-N-SI9s","http://www.broadinstitute.org/ccle/cell%20lines/KPNSI9S_AUTONOMIC_GANGLIA","KPNSI9S_AUTONOMIC_GANGLIA","KP-N-SI9s","KP-N-S19s","M","autonomic_ganglia","neuroblastoma","NS",NA,"HSRRB","BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_B11_419860","FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_H05_410924","yes","yes","KP-N-SI9s","Peripheral Nervous System","Neuroblastoma","CVCL_1340","KPNS19s_787_2019","autonomic_ganglia","Cancer cell line",NA
"KP-N-YN","http://www.broadinstitute.org/ccle/cell%20lines/KPNYN_AUTONOMIC_GANGLIA","KPNYN_AUTONOMIC_GANGLIA","KP-N-YN",NA,NA,"autonomic_ganglia","neuroblastoma","NS",NA,"HSRRB","MAKER_p_NCLE_RNA7_HG-U133_Plus_2_A05_454774","PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_B11_437552","yes","yes","KP-N-YN","Peripheral Nervous System","Neuroblastoma","CVCL_1341","KPNYN_788_2019","autonomic_ganglia","Cancer cell line",TRUE
"KPL-1","http://www.broadinstitute.org/ccle/cell%20lines/KPL1_BREAST","KPL1_BREAST","KPL-1",NA,"F","breast","carcinoma","ductal_carcinoma","Identical lines: MCF-7 and KPL-1 share high SNP identity","DSMZ","BITTS_p_NCLE_RNA12_HG-U133_Plus_2_A12_698746","VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_E09_698572","yes","yes","KPL-1","Breast","Invasive ductal carcinoma, not otherwise specified","CVCL_2094","KPL1_790_2019","breast","Cancer cell line",TRUE
"KS-1 [Human glioblastoma]","http://www.broadinstitute.org/ccle/cell%20lines/KS1_CENTRAL_NERVOUS_SYSTEM","KS1_CENTRAL_NERVOUS_SYSTEM","KS-1",NA,"F","central_nervous_system","glioma","astrocytoma_Grade_IV",NA,"HSRRB","NIECE_p_NCLE_RNA3_HG-U133_Plus_2_C10_296056","HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_E08_293390","yes","yes","KS-1","CNS/Brain","Glioblastoma","CVCL_1343","KS1_793_2019","central_nervous_system","Cancer cell line",NA
"KU-19-19","http://www.broadinstitute.org/ccle/cell%20lines/KU1919_URINARY_TRACT","KU1919_URINARY_TRACT","KU-19-19",NA,"M","urinary_tract","carcinoma","transitional_cell_carcinoma",NA,"DSMZ","WATCH_p_NCLE_RNA8_HG-U133_Plus_2_D06_474634","CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_H10_490512","yes","yes","KU-19-19","Bladder/Urinary Tract","Bladder carcinoma","CVCL_1344","KU1919_794_2019","urinary_tract","Cancer cell line",NA
"Ku812","http://www.broadinstitute.org/ccle/cell%20lines/KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KU812",NA,"M","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","chronic_myeloid_leukaemia",NA,"ATCC","WATCH_p_NCLE_RNA8_HG-U133_Plus_2_B01_474602","BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_F02_464684","yes","yes","KU812","Myeloid","Chronic myelogenous leukemia, BCR-ABL1 positive","CVCL_0379","KU812_795_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"Kuramochi","http://www.broadinstitute.org/ccle/cell%20lines/KURAMOCHI_OVARY","KURAMOCHI_OVARY","KURAMOCHI",NA,"F","ovary","carcinoma","undifferentiated_carcinoma",NA,"HSRRB","GAZER_p_NCLE_Expr_P13_HG-U133_Plus_2_B09_779666","LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_A02_437350","yes","yes","KURAMOCHI","Ovary/Fallopian Tube","High grade ovarian serous adenocarcinoma","CVCL_1345","KURAMOCHI_796_2019","ovary","Cancer cell line",TRUE
"KYM-1","http://www.broadinstitute.org/ccle/cell%20lines/KYM1_SOFT_TISSUE","KYM1_SOFT_TISSUE","KYM-1",NA,NA,"soft_tissue","rhabdomyosarcoma","NS",NA,"HSRRB","GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_E11_587582","SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_C06_592854","yes","yes","KYM-1","Soft Tissue","Alveolar rhabdomyosarcoma","CVCL_3007","KYM1_799_2019","soft_tissue","Cancer cell line",NA
"KYO-1","http://www.broadinstitute.org/ccle/cell%20lines/KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KYO-1",NA,"M","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","blast_phase_chronic_myeloid_leukaemia",NA,"DSMZ","SILOS_p_NCLE_RNA9_HG-U133_Plus_2_C11_523564","MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_D10_578374","yes","yes","KYO-1","Myeloid","Chronic myelogenous leukemia, BCR-ABL1 positive","CVCL_2095","KYO1_800_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"KYSE-140","http://www.broadinstitute.org/ccle/cell%20lines/KYSE140_OESOPHAGUS","KYSE140_OESOPHAGUS","KYSE-140",NA,"M","oesophagus","carcinoma","squamous_cell_carcinoma",NA,"DSMZ","BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_H06_241220","HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_F02_293402","yes","yes","KYSE-140","Esophagus/Stomach","Esophageal squamous cell carcinoma","CVCL_1347","KYSE140_801_2019","oesophagus","Cancer cell line",NA
"KYSE-150","http://www.broadinstitute.org/ccle/cell%20lines/KYSE150_OESOPHAGUS","KYSE150_OESOPHAGUS","KYSE-150",NA,"F","oesophagus","carcinoma","squamous_cell_carcinoma",NA,"DSMZ","PARES_p_NCLE_RNA_Redo_HG-U133_Plus_2_E07_257706","HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_C06_293338","yes","yes","KYSE-150","Esophagus/Stomach","Esophageal squamous cell carcinoma","CVCL_1348","KYSE150_802_2019","oesophagus","Cancer cell line",NA
"KYSE-180","http://www.broadinstitute.org/ccle/cell%20lines/KYSE180_OESOPHAGUS","KYSE180_OESOPHAGUS","KYSE-180",NA,"M","oesophagus","carcinoma","squamous_cell_carcinoma",NA,"DSMZ","BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_H09_241226","HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_F03_293404","yes","yes","KYSE-180","Esophagus/Stomach","Esophageal squamous cell carcinoma","CVCL_1349","KYSE180_803_2019","oesophagus","Cancer cell line",NA
"KYSE-270","http://www.broadinstitute.org/ccle/cell%20lines/KYSE270_OESOPHAGUS","KYSE270_OESOPHAGUS","KYSE-270",NA,"M","oesophagus","carcinoma","squamous_cell_carcinoma",NA,"DSMZ","CASED_p_NCLE_RNA4_HG-U133_Plus_2_F08_383674","FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E03_411006","yes","yes","KYSE-270","Esophagus/Stomach","Esophageal squamous cell carcinoma","CVCL_1350","KYSE270_805_2019","oesophagus","Cancer cell line",NA
"KYSE-30","http://www.broadinstitute.org/ccle/cell%20lines/KYSE30_OESOPHAGUS","KYSE30_OESOPHAGUS","KYSE-30",NA,"M","oesophagus","carcinoma","squamous_cell_carcinoma",NA,"DSMZ","PARES_p_NCLE_RNA_Redo_HG-U133_Plus_2_E06_257704","HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_E02_293378","yes","yes","KYSE-30","Esophagus/Stomach","Esophageal squamous cell carcinoma","CVCL_1351","KYSE30_806_2019","oesophagus","Cancer cell line",NA
"KYSE-410","http://www.broadinstitute.org/ccle/cell%20lines/KYSE410_OESOPHAGUS","KYSE410_OESOPHAGUS","KYSE-410",NA,"M","oesophagus","carcinoma","squamous_cell_carcinoma",NA,"DSMZ","BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_G02_241188","HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_D07_293364","yes","yes","KYSE-410","Esophagus/Stomach","Esophageal squamous cell carcinoma","CVCL_1352","KYSE410_807_2019","oesophagus","Cancer cell line",NA
"KYSE-450","http://www.broadinstitute.org/ccle/cell%20lines/KYSE450_OESOPHAGUS","KYSE450_OESOPHAGUS","KYSE-450",NA,"M","oesophagus","carcinoma","squamous_cell_carcinoma",NA,"DSMZ","AGENT_p_NCLE_RNA6_HG-U133_Plus_2_B09_436600","HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_C08_293342","yes","yes","KYSE-450","Esophagus/Stomach","Esophageal squamous cell carcinoma","CVCL_1353","KYSE450_808_2019","oesophagus","Cancer cell line",NA
"KYSE-510","http://www.broadinstitute.org/ccle/cell%20lines/KYSE510_OESOPHAGUS","KYSE510_OESOPHAGUS","KYSE-510",NA,"F","oesophagus","carcinoma","squamous_cell_carcinoma",NA,"DSMZ","PARES_p_NCLE_RNA_Redo_HG-U133_Plus_2_E02_257696","HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_B09_293320","yes","yes","KYSE-510","Esophagus/Stomach","Esophageal squamous cell carcinoma","CVCL_1354","KYSE510_810_2019","oesophagus","Cancer cell line",NA
"KYSE-520","http://www.broadinstitute.org/ccle/cell%20lines/KYSE520_OESOPHAGUS","KYSE520_OESOPHAGUS","KYSE-520",NA,"F","oesophagus","carcinoma","squamous_cell_carcinoma",NA,"DSMZ","CASED_p_NCLE_RNA4_HG-U133_Plus_2_F06_383666","FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E09_410992","yes","yes","KYSE-520","Esophagus/Stomach","Esophageal squamous cell carcinoma","CVCL_1355","KYSE520_811_2019","oesophagus","Cancer cell line",NA
"KYSE-70","http://www.broadinstitute.org/ccle/cell%20lines/KYSE70_OESOPHAGUS","KYSE70_OESOPHAGUS","KYSE-70",NA,"M","oesophagus","carcinoma","squamous_cell_carcinoma",NA,"DSMZ","NIECE_p_NCLE_RNA3_HG-U133_Plus_2_B05_296022","HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_C11_293348","yes","yes","KYSE-70","Esophagus/Stomach","Esophageal squamous cell carcinoma","CVCL_1356","KYSE70_812_2019","oesophagus","Cancer cell line",NA
