BioMarkers	Paclitaxel.estimate	Paclitaxel.se	Paclitaxel.n	Paclitaxel.tstat	Paclitaxel.fstat	Paclitaxel.pvalue	Paclitaxel.df	Paclitaxel.fdr
ENSG00000085377	0.151396238	0.046912226	488	3.227223489	10.41497145	0.001338257	465	0.021857462
ENSG00000143196	0.0315519	0.044583489	488	0.707703704	0.500844533	0.479483827	465	0.736287129
ENSG00000235710	0.009794703	0.043660364	488	0.224338549	0.050327784	0.822592422	465	0.928426158
ENSG00000107949	0.206149226	0.045472707	488	4.533471595	20.5523647	7.39E-06	465	0.000711287
ENSG00000188488	-0.051331514	0.04707868	488	-1.090334611	1.188829564	0.276130454	465	0.56191425
ENSG00000106399	0.161003782	0.045158742	488	3.56528492	12.71125656	0.000401076	465	0.009842087
ENSG00000177410	0.028625923	0.044674115	488	0.640772021	0.410588783	0.521986464	465	0.76751323
ENSG00000182108	0.040838828	0.046199713	488	0.883962811	0.781390252	0.377173093	465	0.65622678
ENSG00000186469	-0.068548261	0.056845245	488	-1.205875032	1.454134592	0.228478897	465	0.511466297
ENSG00000174567	-0.064211495	0.052138135	488	-1.231564856	1.516751994	0.218734141	465	0.500334984
ENSG00000198752	-0.071726902	0.069174365	488	-1.036900047	1.075161707	0.300321343	465	0.587593536
ENSG00000074071	0.178975583	0.044135222	488	4.05516441	16.44435839	5.87E-05	465	0.002666835
ENSG00000241163	-0.131898456	0.050125717	488	-2.631353009	6.924018658	0.008787089	465	0.075306856
ENSG00000272763	-0.040744611	0.050816109	488	-0.801805015	0.642891282	0.423075306	465	0.692808303
ENSG00000073712	-0.07489838	0.063141795	488	-1.186193399	1.407054781	0.236151663	465	0.518685808
ENSG00000112320	0.004572048	0.047665208	488	0.09592002	0.00920065	0.923625418	465	0.972298532
ENSG00000250062	0.002101494	0.043692381	488	0.048097499	0.002313369	0.96165919	465	0.98631462
ENSG00000105953	0.051547787	0.045879556	488	1.1235459	1.262355389	0.261785432	465	0.546610165
ENSG00000100979	0.025594209	0.046359405	488	0.552082344	0.304794915	0.581157176	465	0.806020953
ENSG00000150527	-0.040426893	0.053549321	488	-0.754946895	0.569944815	0.450663035	465	0.714665132
ENSG00000125319	0.128244635	0.043493119	488	2.94861892	8.694353534	0.00335273	465	0.041263218
ENSG00000111261	-0.069765664	0.05904972	488	-1.181473249	1.395879038	0.238018658	465	0.520315038
ENSG00000260476	-0.033522524	0.044233509	488	-0.757853603	0.574342083	0.448922518	465	0.713629479
ENSG00000276180	0.050278702	0.051822646	488	0.970207149	0.941301912	0.332447624	465	0.618099464
ENSG00000167969	0.04867617	0.048100298	488	1.011972316	1.024087969	0.312077564	465	0.59916524
ENSG00000112195	0.026611849	0.05486792	488	0.485016544	0.235241048	0.627893017	465	0.832589218
ENSG00000151631	0.091320789	0.045781671	488	1.994701942	3.978835836	0.046658665	465	0.210284293
ENSG00000157870	0.070711425	0.050157723	488	1.40978141	1.987483623	0.159272713	465	0.424756071
ENSG00000214869	0.086443311	0.043463074	488	1.988890856	3.955686837	0.047298838	465	0.21198266
ENSG00000132821	-0.083993084	0.047112898	488	-1.782804451	3.178391711	0.075270403	465	0.280464188
ENSG00000121207	0.088401957	0.046016762	488	1.921081644	3.690554681	0.055332474	465	0.232778046
ENSG00000235608	-0.01276021	0.043418103	488	-0.29389147	0.086372196	0.76897197	465	0.904840321
ENSG00000078043	-0.004906382	0.050535199	488	-0.097088408	0.009426159	0.922698018	465	0.972040727
ENSG00000173212	0.012584376	0.045003439	488	0.279631438	0.078193741	0.779884624	465	0.909623119
ENSG00000197363	-0.046638868	0.044392773	488	-1.050595964	1.103751881	0.293989878	465	0.581360192
ENSG00000134852	-0.150954309	0.0526475	488	-2.867264501	8.221205716	0.004328423	465	0.048285432
ENSG00000264451	-0.099949818	0.044117715	488	-2.265525718	5.132606777	0.023939554	465	0.140144819
ENSG00000067992	0.088806242	0.046647131	488	1.903787874	3.624408269	0.057554865	465	0.238855672
ENSG00000159176	-0.069897067	0.048979971	488	-1.427054067	2.036483309	0.154235439	465	0.417747927
ENSG00000115884	0.053162598	0.055483409	488	0.958171086	0.918091831	0.338474406	465	0.62363006
ENSG00000105664	-0.068457659	0.043569532	488	-1.571227808	2.468756823	0.116809904	465	0.358268041
ENSG00000198821	0.011701616	0.05919312	488	0.197685408	0.03907952	0.843377593	465	0.938738041
ENSG00000135953	-0.030482222	0.049776456	488	-0.612382317	0.375012103	0.540584176	465	0.78128058
ENSG00000121413	-0.071372336	0.048567835	488	-1.469539177	2.159545393	0.142362832	465	0.399600104
ENSG00000160781	0.016418301	0.047536098	488	0.345385955	0.119291458	0.729960421	465	0.888576204
ENSG00000224582	-0.011110952	0.045990375	488	-0.241592985	0.05836717	0.809202059	465	0.923063805
ENSG00000111834	-0.054989619	0.044625811	488	-1.232237987	1.518410456	0.218482897	465	0.500306858
ENSG00000143207	0.062215884	0.048752674	488	1.276153248	1.628567111	0.202538385	465	0.480638613
ENSG00000158850	-0.003041198	0.046163063	488	-0.06587946	0.004340103	0.947502107	465	0.982866695
ENSG00000133574	0.014699712	0.04505316	488	0.32627482	0.106455258	0.744363229	465	0.895364287
ENSG00000235590	0.032518295	0.046386446	488	0.701030107	0.491443211	0.483634879	465	0.739881185
ENSG00000046774	0.049498679	0.046815963	488	1.057303456	1.117890598	0.290922078	465	0.577403478
ENSG00000160310	-0.051201966	0.049340051	488	-1.037736383	1.076896801	0.299932119	465	0.587196007
ENSG00000163508	0.063375696	0.044601936	488	1.420918052	2.01900811	0.156010808	465	0.420247827
ENSG00000123975	0.151160105	0.0432863	488	3.492100432	12.19476543	0.000525004	465	0.011772307
ENSG00000204019	0.045991022	0.047439656	488	0.969463661	0.93985979	0.332817882	465	0.61850072
ENSG00000104267	0.069556386	0.050730966	488	1.371083412	1.879869722	0.171010292	465	0.440596741
ENSG00000173546	-0.027094088	0.063202533	488	-0.428686738	0.18377232	0.668349728	465	0.857392207
ENSG00000135355	-0.06429187	0.044455733	488	-1.44619976	2.091493745	0.148794859	465	0.409345251
ENSG00000135835	-0.008247594	0.044468128	488	-0.185472023	0.034399871	0.852939695	465	0.941865533
ENSG00000109220	-0.128981114	0.044567321	488	-2.894073777	8.375663029	0.003981535	465	0.045793372
ENSG00000112146	0.001677077	0.045871029	488	0.036560701	0.001336685	0.970850968	465	0.989648825
ENSG00000068024	0.126793334	0.045249833	488	2.802072983	7.851613001	0.005289492	465	0.054753566
ENSG00000079308	-0.069118961	0.048028798	488	-1.439114956	2.071051857	0.150790737	465	0.412845915
ENSG00000227028	-0.046218786	0.044237935	488	-1.044777195	1.091559387	0.296668772	465	0.584256719
ENSG00000124067	-0.10380701	0.046010707	488	-2.256148984	5.090208239	0.02452505	465	0.14203951
ENSG00000152932	-0.075787858	0.052350021	488	-1.447714004	2.095875838	0.148370913	465	0.408944139
ENSG00000168067	0.080332641	0.047304876	488	1.698189445	2.88384739	0.090140999	465	0.310401268
ENSG00000281732	0.014341215	0.04376865	488	0.327659534	0.10736077	0.743316571	465	0.894696503
ENSG00000136044	-0.09642625	0.04950335	488	-1.947873239	3.794210155	0.052031491	465	0.223675091
ENSG00000165118	0.020400833	0.045596219	488	0.447423796	0.200188053	0.654777445	465	0.849578871
ENSG00000179002	-0.043542986	0.044197259	488	-0.985196537	0.970612216	0.325039877	465	0.611193397
ENSG00000183166	0.00067315	0.044122847	488	0.015256262	0.000232754	0.98783428	465	0.996258583
ENSG00000149483	0.128645282	0.045759135	488	2.811357392	7.903730384	0.005141738	465	0.053871692
ENSG00000006282	-0.020061666	0.052023804	488	-0.385624731	0.148706433	0.699950966	465	0.872865732
ENSG00000176953	0.014175718	0.047587061	488	0.297890177	0.088738558	0.765920034	465	0.903247487
ENSG00000143105	0.014178256	0.046476149	488	0.305065204	0.093064779	0.760452992	465	0.901326692
ENSG00000128165	-0.045403953	0.044810211	488	-1.013250132	1.026675831	0.31146763	465	0.598818656
ENSG00000197191	-0.045749168	0.049239556	488	-0.929114142	0.863253088	0.353311988	465	0.635751662
ENSG00000232520	-0.04597941	0.044826603	488	-1.025717033	1.052095432	0.305558263	465	0.594086674
ENSG00000239219	-0.03003069	0.045274676	488	-0.66329995	0.439966824	0.507467155	465	0.757870101
ENSG00000260021	-0.056913926	0.044714489	488	-1.27282961	1.620095216	0.203714526	465	0.481842778
ENSG00000162734	-0.201343722	0.05066533	488	-3.973994118	15.79262925	8.19E-05	465	0.003381714
ENSG00000184428	0.230047467	0.046350132	488	4.963253753	24.63388782	9.74E-07	465	0.000169681
ENSG00000185989	0.023022546	0.049587402	488	0.46428216	0.215557925	0.642662892	465	0.841596309
ENSG00000164741	-0.156155033	0.049470816	488	-3.156508109	9.963543443	0.00170042	465	0.025892937
ENSG00000130640	0.093605689	0.044401925	488	2.108144844	4.444274684	0.035552921	465	0.177973069
ENSG00000162944	0.017490406	0.047094252	488	0.371391531	0.13793167	0.71051509	465	0.877647017
ENSG00000153487	0.084794165	0.047723835	488	1.7767676	3.156903104	0.076260169	465	0.282583712
ENSG00000197901	-0.009607195	0.044660963	488	-0.215113916	0.046273997	0.829772817	465	0.932161976
ENSG00000090534	-0.006426862	0.045391872	488	-0.141586176	0.020046645	0.887468206	465	0.95770786
ENSG00000132205	0.101684042	0.047930411	488	2.121493222	4.500733493	0.034408658	465	0.174562695
ENSG00000181218	0.157138641	0.048871511	488	3.215342387	10.33842666	0.00139363	465	0.02250488
ENSG00000177363	-0.069477848	0.045851784	488	-1.515270317	2.296044132	0.130383404	465	0.381079655
ENSG00000100294	0.161920169	0.043510078	488	3.721440579	13.84911998	0.000222332	465	0.006644741
ENSG00000229941	-0.007074382	0.044565553	488	-0.158741025	0.025198713	0.873941833	465	0.951335214
ENSG00000134717	0.066609514	0.046900916	488	1.420217784	2.017018555	0.156214405	465	0.420322125
ENSG00000235978	-0.086918183	0.04409784	488	-1.971030404	3.884960855	0.049312983	465	0.216892371
ENSG00000243069	-0.193248494	0.046424426	488	-4.162646954	17.32762966	3.75E-05	465	0.001986033
ENSG00000071539	0.163184527	0.044076638	488	3.702290673	13.70695623	0.000239285	465	0.006974434
ENSG00000186141	-0.014820875	0.045833128	488	-0.323365994	0.104565566	0.746563452	465	0.896217926
ENSG00000261468	-0.019086111	0.046722939	488	-0.408495507	0.166868579	0.683097976	465	0.865094701
ENSG00000128917	-0.005592743	0.046619337	488	-0.119966157	0.014391879	0.904561771	465	0.964725095
ENSG00000119616	0.05342333	0.047166517	488	1.132653708	1.282904423	0.257943397	465	0.542605166
ENSG00000176014	-0.034108327	0.05563354	488	-0.613089289	0.375878476	0.540117045	465	0.78094474
ENSG00000168913	0.031380904	0.045442642	488	0.690560742	0.476874139	0.49018617	465	0.745180949
ENSG00000231900	-9.13E-05	0.045466866	488	-0.002009091	4.04E-06	0.99839784	465	0.999296129
ENSG00000151834	0.007997462	0.043965728	488	0.181902189	0.033088406	0.855738754	465	0.942849385
ENSG00000163793	-0.011198317	0.043677114	488	-0.256388664	0.065735147	0.797764131	465	0.917462438
ENSG00000119888	-0.064609135	0.065589957	488	-0.985046146	0.97031591	0.32511366	465	0.611266534
ENSG00000117009	-0.067216524	0.050466118	488	-1.331913892	1.773994615	0.18354094	465	0.456833285
ENSG00000260101	-0.095131201	0.053864134	488	-1.766132554	3.119224197	0.07802972	465	0.286586044
ENSG00000136521	0.022925022	0.044721443	488	0.512618115	0.262777331	0.60846189	465	0.822862989
ENSG00000164344	-0.054181789	0.046946785	488	-1.154110744	1.331971609	0.249047577	465	0.533187231
ENSG00000140470	0.079148017	0.046465116	488	1.703385775	2.901523097	0.089164064	465	0.308410745
ENSG00000224318	-0.016171184	0.053405501	488	-0.302799962	0.091687817	0.762177721	465	0.90162423
ENSG00000147471	0.091117401	0.046402422	488	1.963634581	3.855860769	0.050167909	465	0.219282841
ENSG00000070031	-0.04516555	0.043686946	488	-1.033845436	1.068836385	0.301745799	465	0.589244074
ENSG00000226648	-0.121224519	0.044614483	488	-2.717156213	7.382937884	0.006830235	465	0.064127986
ENSG00000153132	-0.013816342	0.047959019	488	-0.288086417	0.082993783	0.77340895	465	0.907579083
ENSG00000238107	-0.009440324	0.044155572	488	-0.21379689	0.04570911	0.830799161	465	0.9326637
ENSG00000274523	0.098040142	0.044173579	488	2.219429473	4.925867184	0.026939282	465	0.150259661
ENSG00000125968	0.064215006	0.066557815	488	0.964800392	0.930839796	0.33514628	465	0.620868637
ENSG00000146054	0.240326322	0.048293369	488	4.976383414	24.76439189	9.14E-07	465	0.000166348
ENSG00000123374	0.122151053	0.049393454	488	2.473021093	6.115833325	0.013754047	465	0.100102333
ENSG00000123989	-0.058325587	0.048823042	488	-1.194632392	1.427146551	0.232839671	465	0.515887954
ENSG00000167720	-0.008259788	0.045830703	488	-0.180223897	0.032480653	0.857055313	465	0.943156495
ENSG00000114439	-0.013467495	0.045185774	488	-0.298047228	0.08883215	0.765800243	465	0.903247487
ENSG00000272808	0.033604502	0.046630131	488	0.720660683	0.51935182	0.471480434	465	0.730382501
ENSG00000063244	0.159141428	0.043243287	488	3.680141801	13.54344367	0.000260408	465	0.007364986
ENSG00000145217	-0.029570711	0.045650199	488	-0.647767408	0.419602615	0.517455089	465	0.764744313
ENSG00000132170	-0.066528669	0.053810648	488	-1.236347653	1.528555519	0.216953485	465	0.498253994
ENSG00000249816	-0.02221964	0.044540739	488	-0.498861063	0.24886236	0.618113171	465	0.827643714
ENSG00000156298	0.002957811	0.045840898	488	0.064523412	0.004163271	0.948581194	465	0.982866695
ENSG00000169397	0.022409943	0.055356982	488	0.404825953	0.163884052	0.685791609	465	0.866136708
ENSG00000115548	-0.052513089	0.045604172	488	-1.151497481	1.32594645	0.250119348	465	0.534399255
ENSG00000186115	0.124439949	0.045931071	488	2.709276015	7.340176526	0.006991977	465	0.064908363
ENSG00000233527	-0.09430169	0.046058533	488	-2.047431467	4.191975611	0.041177102	465	0.195386326
ENSG00000143409	-0.064946162	0.045777266	488	-1.418742726	2.012830923	0.156643929	465	0.420930673
ENSG00000170476	0.062882601	0.096755866	488	0.649909964	0.422382961	0.516071311	465	0.763955326
ENSG00000225855	-0.011642259	0.046769568	488	-0.248928088	0.061965193	0.803526317	465	0.920311787
ENSG00000125944	0.151752096	0.045962898	488	3.301621613	10.90070527	0.001035303	465	0.018443871
ENSG00000115286	0.11799724	0.048323549	488	2.441816501	5.962467826	0.014985224	465	0.105064468
ENSG00000235106	0.020469275	0.045639828	488	0.448495889	0.201148563	0.654004265	465	0.849052218
ENSG00000155640	0.063125517	0.045360871	488	1.391629293	1.936632089	0.164700016	465	0.432631919
ENSG00000133874	0.003191651	0.048384742	488	0.065963992	0.004351248	0.947434843	465	0.982866695
ENSG00000266865	-0.030353737	0.044364646	488	-0.684187515	0.468112556	0.494197595	465	0.748191256
ENSG00000092096	0.070511526	0.049208704	488	1.432907597	2.053224182	0.152556197	465	0.415560507
ENSG00000175691	0.074283081	0.045058088	488	1.648607044	2.717905186	0.099903581	465	0.32929536
ENSG00000100385	0.020907126	0.049415603	488	0.423087539	0.179003066	0.672426993	465	0.859709699
ENSG00000162641	0.040852707	0.044796145	488	0.911969272	0.831687953	0.362257437	465	0.644175955
ENSG00000179023	-0.210969676	0.047953828	488	-4.39943344	19.35501459	1.35E-05	465	0.0009953
ENSG00000166105	-0.060398969	0.045029474	488	-1.341320785	1.799141448	0.180471061	465	0.452749868
ENSG00000173083	0.074691676	0.048406092	488	1.543022213	2.380917549	0.123505625	465	0.369833504
ENSG00000090266	0.014113366	0.046874253	488	0.301089939	0.090655151	0.763480499	465	0.901848226
ENSG00000229452	-0.004108019	0.043653862	488	-0.094104371	0.008855633	0.925066783	465	0.973130405
ENSG00000187068	0.002051381	0.05831862	488	0.035175405	0.001237309	0.971954969	465	0.990015174
ENSG00000164418	-0.033874517	0.049256122	488	-0.687721968	0.472961505	0.491970773	465	0.746530976
ENSG00000261442	-0.033023079	0.044293719	488	-0.74554768	0.555841344	0.456317387	465	0.71891383
ENSG00000130734	0.027394688	0.045527654	488	0.601715353	0.362061366	0.547656876	465	0.78596851
ENSG00000101294	-0.131015203	0.044014589	488	-2.976631293	8.860333855	0.003066356	465	0.038935135
ENSG00000226397	0.004432776	0.056398958	488	0.078596774	0.006177453	0.937387164	465	0.979606522
ENSG00000223403	0.010423857	0.046741163	488	0.22301235	0.049734508	0.823623824	465	0.929071581
ENSG00000170549	0.001338218	0.045693157	488	0.029287051	0.000857731	0.976648219	465	0.991500928
ENSG00000188554	-0.156737249	0.044910906	488	-3.489959635	12.17981825	0.000529118	465	0.011824842
ENSG00000126003	0.01546891	0.05125754	488	0.301787983	0.091075987	0.762948614	465	0.901633715
ENSG00000204396	0.061482543	0.045167195	488	1.36122119	1.852923129	0.174103055	465	0.444390003
ENSG00000132693	-0.040614853	0.04377022	488	-0.927910636	0.861018149	0.353935314	465	0.636369343
ENSG00000189376	0.092037858	0.044758183	488	2.056335872	4.228517217	0.040307674	465	0.192492455
ENSG00000102178	0.062493377	0.044915316	488	1.391360076	1.93588286	0.164781548	465	0.432687368
ENSG00000101489	-0.100140769	0.046741856	488	-2.142421752	4.589970962	0.032678178	465	0.168559464
ENSG00000197045	-0.104055361	0.053146594	488	-1.957893307	3.8333462	0.050840139	465	0.220726839
ENSG00000211803	-0.078332064	0.043869569	488	-1.785567234	3.188250347	0.074820956	465	0.27930925
ENSG00000156239	0.022903961	0.045665831	488	0.501555762	0.251558183	0.616217415	465	0.826355312
ENSG00000267107	-0.034872016	0.044931989	488	-0.776106647	0.602341527	0.438080581	465	0.703709003
ENSG00000071564	0.163617822	0.057808695	488	2.830332382	8.010781395	0.004851343	465	0.051764877
ENSG00000065883	-0.032665669	0.048985612	488	-0.666842126	0.444678421	0.505203723	465	0.756068711
ENSG00000163202	-0.012354783	0.045948068	488	-0.268885807	0.072299577	0.788136818	465	0.914068854
ENSG00000260469	-0.019427318	0.043907208	488	-0.44246308	0.195773577	0.658359874	465	0.851629322
ENSG00000249713	0.031826951	0.043873279	488	0.725429043	0.526247296	0.468553776	465	0.728716808
ENSG00000152670	-0.053774175	0.045347682	488	-1.185819703	1.406168367	0.236299094	465	0.518685808
ENSG00000269936	-0.040967084	0.045231555	488	-0.905719107	0.8203271	0.365553599	465	0.646160816
ENSG00000108651	0.097905563	0.046094363	488	2.124024637	4.511480659	0.034195256	465	0.173832393
ENSG00000185250	0.053482486	0.045421977	488	1.177458353	1.386408174	0.239614909	465	0.522214502
ENSG00000041357	0.217817295	0.04359852	488	4.995979053	24.9598067	8.30E-07	465	0.000152475
ENSG00000171720	0.089804882	0.044101232	488	2.036335009	4.14666027	0.042282822	465	0.198376577
ENSG00000091129	-0.048465794	0.045830901	488	-1.057491609	1.118288504	0.290836335	465	0.57729052
ENSG00000258727	-0.12427333	0.044901191	488	-2.767706759	7.660200703	0.005870481	465	0.058687226
ENSG00000164107	0.062355012	0.083165	488	0.749774694	0.562162091	0.453769575	465	0.717092729
ENSG00000263958	0.06181327	0.044136315	488	1.400508189	1.961423187	0.162028108	465	0.428960513
ENSG00000230668	0.011502357	0.044057223	488	0.261077676	0.068161553	0.794148194	465	0.915938342
ENSG00000148677	-0.163027228	0.049195454	488	-3.313867758	10.98171952	0.000992016	465	0.017944115
ENSG00000228210	0.095545036	0.044323998	488	2.15560511	4.646633389	0.031626935	465	0.165654658
ENSG00000197785	0.179443368	0.044205617	488	4.059288867	16.47782611	5.77E-05	465	0.002645919
ENSG00000148219	-0.016139715	0.048310588	488	-0.334082347	0.111611015	0.738468036	465	0.892131762
ENSG00000165046	-0.083719255	0.045653218	488	-1.833808398	3.362853241	0.067321366	465	0.262725207
ENSG00000125991	-0.018437725	0.044006993	488	-0.418972621	0.175538057	0.675429604	465	0.860732025
ENSG00000070423	0.213024684	0.04366843	488	4.878230894	23.79713665	1.47E-06	465	0.00022148
ENSG00000132275	0.063167864	0.051286575	488	1.231664704	1.516997944	0.21869686	465	0.500306858
ENSG00000254440	-0.020227645	0.044852066	488	-0.450985799	0.203388191	0.652210013	465	0.847928282
ENSG00000253138	-0.02594593	0.043718091	488	-0.593482691	0.352221705	0.553146726	465	0.790311099
ENSG00000225697	0.036456008	0.046686093	488	0.780875123	0.609765958	0.435273291	465	0.701490699
ENSG00000154330	-0.008718876	0.044025003	488	-0.198043735	0.039221321	0.843097394	465	0.938681247
ENSG00000105127	0.157902042	0.048853317	488	3.232166256	10.44689871	0.001315826	465	0.021650034
ENSG00000102984	-0.019544773	0.048286643	488	-0.404765611	0.1638352	0.685835937	465	0.866136708
ENSG00000160710	-0.035131829	0.049237159	488	-0.713522672	0.509114603	0.475880341	465	0.733620152
ENSG00000175611	0.056752257	0.044767718	488	1.26770494	1.607075814	0.205537762	465	0.483841401
ENSG00000134193	-0.014223401	0.044831349	488	-0.317264608	0.100656832	0.751185232	465	0.898604044
ENSG00000138069	-0.000112675	0.050603637	488	-0.002226612	4.96E-06	0.998224377	465	0.999296129
ENSG00000232310	0.078411876	0.047088447	488	1.665204126	2.772904782	0.096545591	465	0.323251847
ENSG00000169019	0.082633761	0.044761297	488	1.84609845	3.408079487	0.065513284	465	0.258319625
ENSG00000145888	0.03752081	0.045577792	488	0.82322569	0.677700536	0.410801649	465	0.683090009
ENSG00000100628	-0.003707844	0.050696277	488	-0.073138384	0.005349223	0.941727447	465	0.980735089
ENSG00000204444	-0.007857484	0.047582258	488	-0.165134749	0.027269485	0.868909687	465	0.948726671
ENSG00000105649	0.056552004	0.04682826	488	1.207646931	1.458411109	0.227796975	465	0.510777248
ENSG00000161243	0.045773191	0.04642339	488	0.985994161	0.972184486	0.324648734	465	0.611050757
ENSG00000188676	-0.094117076	0.043516517	488	-2.162789732	4.677659423	0.031066379	465	0.164297736
ENSG00000106346	0.131106261	0.045773289	488	2.864252559	8.203942721	0.004369066	465	0.048549487
ENSG00000164972	-0.023199158	0.04497331	488	-0.515842786	0.26609378	0.606209395	465	0.82136247
ENSG00000126709	-0.179845955	0.044031734	488	-4.084462221	16.68283164	5.20E-05	465	0.002462608
ENSG00000198040	-0.026484405	0.045992184	488	-0.575845779	0.331598361	0.564998004	465	0.797830031
ENSG00000072133	-0.068675179	0.047799819	488	-1.436724676	2.064177795	0.151468707	465	0.414006197
ENSG00000138079	-0.105735535	0.047195055	488	-2.240394379	5.019366971	0.025536833	465	0.145311038
ENSG00000168904	0.171856841	0.044690702	488	3.845471945	14.78765448	0.000137085	465	0.004753406
ENSG00000171587	4.82E-05	0.044329993	488	0.00108622	1.18E-06	0.999133788	465	0.999633005
ENSG00000204315	0.047037809	0.044524319	488	1.056452057	1.116090949	0.29131028	465	0.577887562
ENSG00000138315	-0.076984703	0.045124007	488	-1.70606976	2.910674024	0.088662822	465	0.307745597
ENSG00000123500	-0.059626062	0.044197526	488	-1.349081447	1.820020752	0.177967356	465	0.449497773
ENSG00000127989	-0.106320791	0.047061518	488	-2.259187448	5.103927926	0.024333975	465	0.141783728
ENSG00000261033	0.084477308	0.043642281	488	1.935675828	3.74684091	0.053513253	465	0.22769855
ENSG00000261787	0.024892696	0.043843949	488	0.567756716	0.322347688	0.570474195	465	0.801176553
ENSG00000164669	-0.080364391	0.043345143	488	-1.854057601	3.437529587	0.064363923	465	0.25542185
ENSG00000257894	-0.025089381	0.045598111	488	-0.550228513	0.302751416	0.582426853	465	0.806733786
ENSG00000196968	0.083296203	0.047052836	488	1.770269562	3.133854321	0.077337423	465	0.285011873
ENSG00000213130	0.075037518	0.045354572	488	1.65446424	2.737251921	0.098708016	465	0.327091803
ENSG00000178694	0.077496519	0.044687278	488	1.734196428	3.007437252	0.083545966	465	0.297039139
ENSG00000151233	-0.033205446	0.046126921	488	-0.719871289	0.518214672	0.471965911	465	0.730569372
ENSG00000060138	0.136214386	0.049482246	488	2.752793084	7.577869766	0.006140103	465	0.060180825
ENSG00000101115	0.096025802	0.045643826	488	2.103807058	4.426004139	0.035931713	465	0.178890261
ENSG00000278910	-0.055173155	0.056386925	488	-0.978474267	0.95741189	0.328348592	465	0.614184962
ENSG00000130720	0.033389719	0.047733092	488	0.699508819	0.489312588	0.484583868	465	0.740710487
ENSG00000102978	0.100997971	0.045333555	488	2.227885521	4.963473895	0.026365782	465	0.148216852
ENSG00000100591	0.156321272	0.044113915	488	3.54358189	12.55697261	0.000434624	465	0.010287132
ENSG00000255240	-0.002328275	0.045116942	488	-0.051605342	0.002663111	0.958865323	465	0.98547823
ENSG00000080822	0.034236185	0.046441065	488	0.737196383	0.543458508	0.461374733	465	0.723062351
ENSG00000251239	-0.021286403	0.045242185	488	-0.470499002	0.221369311	0.638219156	465	0.839113616
ENSG00000127603	-0.093482979	0.046579424	488	-2.006958691	4.027883188	0.045332374	465	0.206867698
ENSG00000189139	-0.061958008	0.043429791	488	-1.426624616	2.035257796	0.154359191	465	0.417913525
ENSG00000186487	-0.033958118	0.04762533	488	-0.713026412	0.508406665	0.476187075	465	0.733869775
ENSG00000132681	-0.08011732	0.046111829	488	-1.73745701	3.018756861	0.082968635	465	0.296248922
ENSG00000067221	-0.163589704	0.046169539	488	-3.543238827	12.55454139	0.000435175	465	0.010288009
ENSG00000103168	0.128479477	0.045442316	488	2.827309153	7.993677048	0.00489659	465	0.052098474
ENSG00000120265	-0.003233971	0.04566098	488	-0.070825702	0.00501628	0.943566925	465	0.981533566
ENSG00000121481	-0.023532116	0.04665803	488	-0.50435298	0.254371928	0.614252248	465	0.825281098
ENSG00000164048	0.206631048	0.054568421	488	3.786641506	14.33865389	0.00017271	465	0.00561421
ENSG00000237009	-0.007462232	0.044920416	488	-0.166121171	0.027596243	0.868133798	465	0.948459895
ENSG00000085978	0.002263039	0.04486912	488	0.050436454	0.002543836	0.959796245	465	0.985807359
ENSG00000169918	-0.043071134	0.04529072	488	-0.950992493	0.904386722	0.342102212	465	0.626887533
ENSG00000231964	0.036474684	0.044006067	488	0.828855796	0.68700193	0.407611256	465	0.681018589
ENSG00000178814	0.044571299	0.048293779	488	0.9229201	0.85178151	0.356527474	465	0.638396018
ENSG00000240288	0.078207905	0.045747847	488	1.709542846	2.922536743	0.088017598	465	0.306408968
ENSG00000147123	0.057532811	0.044363618	488	1.296846702	1.681811367	0.195327066	465	0.472611808
ENSG00000143107	-0.055162918	0.044435171	488	-1.24142469	1.541135262	0.215074755	465	0.495930088
ENSG00000166743	-0.064958048	0.044113621	488	-1.472516805	2.168305741	0.141557882	465	0.398559481
ENSG00000173452	0.002842756	0.044567785	488	0.063785006	0.004068527	0.949168828	465	0.982907733
ENSG00000167964	0.069989099	0.04626605	488	1.512752869	2.288421244	0.131021771	465	0.381556129
ENSG00000213652	0.009318684	0.043803409	488	0.212738781	0.045257789	0.831623944	465	0.932896917
ENSG00000118785	0.03021899	0.051562374	488	0.586066699	0.343474175	0.558115049	465	0.793333978
ENSG00000115840	0.154556003	0.045723792	488	3.380209677	11.42581746	0.000785327	465	0.015374027
ENSG00000225803	0.00198893	0.043991871	488	0.045211313	0.002044063	0.963958286	465	0.986892635
ENSG00000171298	-0.004887045	0.04447235	488	-0.109889505	0.012075703	0.912544414	465	0.968378767
ENSG00000166881	0.098412167	0.050004847	488	1.968052564	3.873230893	0.049655723	465	0.217715391
ENSG00000149476	0.135353171	0.045529368	488	2.972876132	8.837992495	0.003103401	465	0.039219558
ENSG00000015413	-0.008162755	0.049533006	488	-0.164794267	0.027157151	0.869177529	465	0.948831208
ENSG00000165457	-0.034070395	0.045604667	488	-0.747081316	0.558130492	0.455392064	465	0.71835282
ENSG00000272654	0.063201083	0.054215925	488	1.165729116	1.358924373	0.244321571	465	0.527879526
ENSG00000277969	-0.045765897	0.049480351	488	-0.924930726	0.855496848	0.355481684	465	0.637462269
